transaction_date,symbol,trade_type,number_shares,price,cash_after_trade,headline,pred_impact,impact_score
2015-04-27,JD,0,1,31.7,77675.4999999999,"['Freeport-McMoRan Announces Further Reduction in CapEx, Metals Production, Suspension of Dividend'
 'UPDATE: Freeport-McMoRan Suspending $0.20/Share Annual Dividend'
 'Freeport-McMoRan Is Up Big At 5.19%'
 'The 25 Worst Performing CEOs In The Country'
 'Carl Icahn Is Winning: Freeport-McMoran Shareholders Rejoice After Spending Cuts']",3,0
2015-04-27,GILD,0,1,72.86,77602.6399999999,[],3,0
2015-04-27,KR,0,1,29.29,77573.3499999999,"[""Carl Icahn on CNBC Says Agrees With Freeport-McMoRan's Decision to Conserve Capital by Cutting Dividend""
 ""Indonesia's Chief Security Minister Says No Connection Between Government, Parliament Speaker Setya Novanto Regarding Freeport Shares -Reuters""]",3,0
2015-04-27,SLB,0,1,68.62,77504.72999999991,"[""Benzinga's Top #PreMarket Gainers""]",3,0
2015-04-27,AVGO,0,1,9.11,77495.61999999991,"[""Benzinga's Top #PreMarket Losers""]",3,0
2015-04-27,XLU,0,1,32.22,77463.3999999999,[],3,0
2015-04-28,AVGO,0,1,9.14,77454.25999999991,[],3,0
2015-04-28,KR,0,1,28.65,77425.60999999991,['The Worst Stock Ideas of 2015'],3,0
2015-04-28,SLB,0,1,68.55,77357.05999999991,[],3,0
2015-04-28,MDT,0,1,58.46,77298.5999999999,['Fast Money Traders Share Their Trading Ideas For A Declining Market'],3,0
2015-04-28,JD,0,1,32.17,77266.4299999999,"[""10 Stocks Moving In Thursday's Pre-Market Session""]",3,0
2015-04-28,XLU,0,1,31.62,77234.80999999991,"['Freeport McMoRan Falls To Session Low Of $3.91, Down ~10%']",3,0
2015-04-28,GILD,0,1,72.12,77162.68999999992,"['Earnings Recap For January 26'
 'Freeport-McMoran Volatile After Q4 Report'
 'Freeport-Mcmoran CEO Says Company Facing Serious Challenges Due to Commodities Market, Balance Sheet'
 'UPDATE: Freeport Announced 28% Reduction in Estimated Average Unit Net Cash Costs: $1.10/Lbs. of Copper, 19% Reduction in Estimated Oil, Gas Cash Production Costs'
 ""UPDATE: Freeport-McMoRan Reported 29% Reduction in Estimated '16 Capex, Reductions of 350M Lbs. in Annual Copper Production, 34M Lbs. in Annual Molybdenum Production""
 'Freeport-McMoRan Announced Added Initiatives to Accelerate Debt Reduction Efforts'
 'Freeport-McMoRan Reports Q4 Adj. EPS $(0.02) vs $(0.17) Est.'
 'Earnings Scheduled For January 26, 2016'
 'Andrew Keene Is Bullish On Freeport-McMoRan'
 'Shares Of Freeport-McMoRan Give Up Early Morning Gains Following Its Q4 Print']",3,0
2015-04-29,SLB,0,1,68.91,77093.77999999991,['Freeport-McMoRan Surges Despite Overall Market Rut'],3,0
2015-04-29,JD,0,1,31.56,77062.21999999991,"['Mid-Day Market Update: GoPro Slides Following Earnings Miss; Carpenter Technology Shares Surge'
 ""Mid-Afternoon Market Update: Kohl's Drops On Lowered Forecast; Glu Mobile Shares Spike Higher""
 'Mid-Morning Market Update: Markets Drop; ConocoPhillips Posts Wider Loss']",3,0
2015-04-29,XLU,0,1,31.74,77030.47999999991,[],3,0
2015-04-29,KR,0,1,28.21,77002.2699999999,"['Citigroup Downgrades Freeport-McMoRan to Sell'
 'Citi Downgrades Freeport McMoRan, Planned Asset Sales Likely To Erode NAV'
 ""Benzinga's Top Downgrades""]",3,0
2015-04-29,GILD,0,1,72.12,76930.1499999999,[],3,0
2015-04-29,MDT,0,1,59.03,76871.11999999991,"['Berenberg Initiates Coverage on Freeport-McMoRan at Hold, Announces $7.35 PT'
 'Icahn Enterprises Blasts Higher For Second Day In A Row']",3,0
2015-04-29,AVGO,0,1,8.81,76862.30999999991,"['Scotia Bank Downgrades Freeport-McMoRan to Sector Perform'
 'Bank of America Upgrades Freeport-McMoRan to Neutral'
 ""Benzinga's Top Upgrades"" 'Best Stock Ideas Of February']",3,0
2015-04-30,JD,0,1,31.03,76831.27999999991,"['The Stocks That Moved The S&P, Dow And Nasdaq Today']",3,0
2015-04-30,MDT,0,1,58.34,76772.93999999992,"['UBS Downgrades Freeport-McMoRan to Neutral'
 ""Freeport-McMoRan's Risks Aren't Over"" ""Benzinga's Top Downgrades""]",3,0
2015-04-30,XLU,0,1,31.77,76741.16999999991,"[""Mining Stocks Boosted Yet Again By FreePort's Timok Sale""]",3,0
2015-04-30,AVGO,0,1,8.86,76732.30999999991,"[""10 Stocks Moving In Tuesday's Pre-Market Session""]",3,0
2015-04-30,KR,0,1,28.01,76704.29999999992,"['Mid-Morning Market Update: Markets Open Lower; Valeant Cuts 2016 Guidance'
 'Metals & Mining Stocks Plummet As Gold Tumbles 4% Over Three Sessions']",3,0
2015-04-30,SLB,0,1,70.14,76634.15999999992,['Mid-Afternoon Market Update: Dow Gains 125 Points; Crude Oil Up 5%'],3,0
2015-04-30,GILD,0,1,71.44,76562.71999999991,"['Nomura Downgrades Vale, BHP Billiton From Buy To Neutral']",3,0
2015-05-01,KR,0,1,28.14,76534.57999999991,[],3,0
2015-05-01,AVGO,0,1,8.95,76525.62999999992,['Best Stocks Of The First Quarter'],3,0
2015-05-01,XLU,0,1,31.4,76494.22999999992,"[""Are Freeport-McMoRan's Asset Sales Helping Or Hurting Things?""]",3,0
2015-05-01,SLB,0,1,70.33,76423.89999999992,"['Top Performing Industries For April 12, 2016']",3,0
2015-05-01,JD,0,1,30.74,76393.15999999992,[],3,0
2015-05-01,MDT,0,1,57.38,76335.77999999991,"['Bob Pisani Talks Recent Slew Of Strong Earning Reports, Debt Reductions And Energy Stocks'
 'After-Hours Recap: April In Review, Friday Index Movers & After-Hours Runners']",3,0
2015-05-01,GILD,0,1,72.17,76263.60999999991,"[""Jim Cramer Says 'No One Cares' About Freeport-McMoRan's Asset Sale To Pay Down Debt""
 'Freeport-McMoRan To Sell Stake In TF Holdings For $2.65 Billion'
 'Freeport-McMoRan Announces Agreements to Sel Interests in TF Holdings for $2.65B in Cash, Up to $120M in Contingent Consideration']",3,0
2015-05-04,MDT,0,1,58.92,76204.68999999992,"[""Jim Cramer Says 'Everything Is Pretty Rosy' When Oil Prices Rise""
 'Option Alert: FCX Jun16 10.0 Puts Sweep: 4358 @ ASK $0.95: 10k traded vs 6760 OI: $10.62 Ref'
 'Congo Miner Gecamines Says Was Not Informed Of Freeport McMoran Sale of Congo Mine to China Molybdenum, Says Will Assert Its Rights -Reuters'
 'Noble, Freeport-McMoRan Agree To Terminate Drilling Contracts In Return For Noble Receiving $540M And Potential Of $25 & $50M Depending On Avg. Price Of Oil Over 12 Mo. Period; $540M Payment Can Be Made Through Cash, Shares And $200M In NT Noble Bonds']",3,0
2015-05-04,JD,0,1,30.86,76173.82999999991,[],3,0
2015-05-04,SLB,0,1,70.11,76103.71999999991,['Freeport-McMoRan Completes 13% Sale Of Stake In Morenci Mine For $1 Billion In Cash'],3,0
2015-05-04,AVGO,0,1,9.32,76094.3999999999,"['Mid-Day Market Update: Demandware Rises Following Acquisition News; Adeptus Health Shares Slide'
 'Worst Performing Industries For June 1, 2016'
 'Mid-Morning Market Update: Markets Open Lower; Michael Kors Profit Beats Estimates'
 ""8 Stocks Moving In Wednesday's Pre-Market Session""]",3,0
2015-05-04,XLU,0,1,31.66,76062.7399999999,"['Pandora, Michael Kors, Lululemon: Fast Money Picks For June 2']",3,0
2015-05-04,GILD,0,1,73.89,75988.8499999999,[],3,0
2015-05-04,KR,0,1,28.56,75960.2899999999,['Mid-Morning Market Update: Markets Open Lower; J M Smucker Profit Beats Estimates'],3,0
2015-05-05,AVGO,0,1,9.12,75951.16999999991,[],3,0
2015-05-05,JD,0,1,30.85,75920.3199999999,['Noble Corporation plc Reports Receipt of $540 Million Full Settlement Value From Freeport-McMoRan'],3,0
2015-05-05,XLU,0,1,31.84,75888.47999999991,"[""10 Stocks Moving In Tuesday's Pre-Market Session""]",3,0
2015-05-05,GILD,0,1,73.64,75814.83999999991,[],3,0
2015-05-05,KR,0,1,28.35,75786.4899999999,"['Investors Punish Freeport-McMoRan For Delivery Poor Results'
 'Freeport-Mcmoran CEO Says Will Only Sell Stake In Indonesia Copper, Gold Assets at Fair Value'
 'Technical Alert: Freeport McMoRan Finds Resistance After Early Plunge'
 'Earnings Scheduled For July 26, 2016'
 'Freeport-McMoRan Reports Q2 Adj. EPS $(0.36) May Not Compare to $(0.01) Est., Sales $3.33B vs $3.7B Est.'
 'Freeport-McMoRan Reports Q2 Copper Production 1.1B Lbs., 156K Oz. of Gold, 19M Lbs. of Molybdenum, 12.4M BOE']",3,0
2015-05-05,MDT,0,1,58.84,75727.6499999999,"['Top Performing Industries For July 27, 2016']",3,0
2015-05-05,SLB,0,1,69.72,75657.9299999999,['Option Alert: FCX Fri 9/9 12.0 Calls (Wkly): 5000 @ ASK $0.21: 28k traded vs 673 OI: $11.31 Ref'],3,0
2015-05-06,JD,0,1,30.44,75627.4899999999,['Watch These 7 Huge Call Purchases In Thursday Trade'],3,0
2015-05-06,SLB,0,1,69.01,75558.47999999991,"[""From Delivering Alpha: Impala Asset Management's Robert Bishop Says Freeport-McMoRan Still A Troubled Company, Getting Good Prices For Assets""
 'Mid-Day Market Update: Dow Tumbles 250 Points; Liberty Media Shares Spike Higher'
 ""Anadarko's Deepwater Gulf Purchase A Positive In Goldman's View""
 'Carl C. Icahn Issues Statement Regarding Freeport-McMoRan Announced Sale of Its Deepwater Gulf of Mexico Oil and Gas Assets'
 'Shares Of Freeport McMoRan Down 1.71% Premarket At $10.89/Share'
 'Delivering Alpha 2016: Everything You Need To Know'
 'A Peek Into The Markets: U.S. Stock Futures Tumble Ahead Of Federal Budget'
 'UPDATE: Icahn Says He Completely Endorses CEO Richard Adkerson To Create Value For All Shareholders'
 'Johnson Rice Upgrades Anadarko Shares Following $2B Purchase, Equity Offering'
 'The Market In 5 Minutes: The Fed And IEA Confuse The Market'
 'Must Watch Stocks for September 13, 2016']",3,0
2015-05-06,XLU,0,1,31.17,75527.30999999991,"[""Benzinga's Top Downgrades""
 'Morgan Stanley Downgrades Freeport-McMoRan On Valuation Following Restructuring'
 'Morgan Stanley Downgrades Freeport-McMoRan to Underweight, Lowers PT to $7.00'
 '7 Biggest Price Target Changes For Wednesday'
 '12 Biggest Mid-Day Losers For Wednesday'
 'Following Sale Of Assets To Anadarko, Macquarie Sets New $10 Target For Freeport-McMoran Shares']",3,0
2015-05-06,AVGO,0,1,8.94,75518.36999999991,"['Deutsche Bank Upgrades Freeport-McMoRan to Buy, Raises PT to $12.50'
 'Deutsche Bank Upgrades 7 Precious Metals & Mining Stocks'
 '2 Investment Pros Share Their Top ETF Picks For Q4']",3,0
2015-05-06,MDT,0,1,58.19,75460.1799999999,"[""Gulf Of Mexico Acquisitions Strengthen Anadarko's Asset Base""]",3,0
2015-05-06,KR,0,1,28.06,75432.11999999991,"[""U.S. Steel, Freeport-McMoRan Down ~4%; Axiom's Gordon Johnson Highlights U.S. HRC Spot Prices Now Below $500/s.ton Psychological Threshold, Believes This Isn't Good For U.S. Steel Mills""
 'Mid-Morning Market Update: Markets Open Lower; Delta Air Lines Profit Beats Estimates'
 'Mid-Day Market Update: Ocular Therapeutix Surges Following Collaboration Deal With Regeneron; Flex Pharma Shares Slide']",3,0
2015-05-06,GILD,0,1,72.35,75359.7699999999,"[""Sentinel Peak Resources Announces the Acquisition of Freeport-McMoRan's Onshore California Assets for $742 Million""]",3,0
2015-05-07,AVGO,0,1,9.11,75350.6599999999,[],3,0
2015-05-07,XLU,0,1,31.11,75319.5499999999,['Jim Cramer Shares His Thoughts On Freeport-McMoRan And Kinder Morgan'],3,0
2015-05-07,SLB,0,1,68.19,75251.3599999999,"['Deutsche Bank Downgrades Freeport-McMoRan, Inc. Common Stock to Hold, Maintains $12.50'
 'The Market In 5 Minutes: Wal-Mart, Cisco Disappoint Investors'
 ""Benzinga's Top Downgrades""]",3,0
2015-05-07,JD,0,1,30.67,75220.6899999999,['A New ETF Off To A Blistering Start'],3,0
2015-05-07,KR,0,1,28.3,75192.3899999999,['Fast Money Traders Share Their Trades In Current Market Environment'],3,0
2015-05-07,GILD,0,1,71.45,75120.9399999999,"['Worst Performing Industries For November 29, 2016'
 'Fast Money Traders Share Their Picks For December']",3,0
2015-05-07,MDT,0,1,57.48,75063.4599999999,"['Berenberg Downgrades Freeport-McMoRan to Sell'
 ""Benzinga's Top Downgrades""]",3,0
2015-05-08,JD,0,1,29.91,75033.5499999999,['Holiday Shopping and Retail Sector Impact'],3,0
2015-05-08,XLU,0,1,31.52,75002.0299999999,"['On Black Friday, Traders Loved Amazon, Bank Of America And...DryShips']",3,0
2015-05-08,MDT,0,1,58.34,74943.6899999999,[],3,0
2015-05-08,KR,0,1,28.95,74914.7399999999,[],3,0
2015-05-08,SLB,0,1,67.98,74846.75999999991,['Fast Money Picks For December 9'],3,0
2015-05-08,GILD,0,1,72.03,74774.72999999991,['6 Best Performing S&P 500 Stocks Of 2016'],3,0
2015-05-08,AVGO,0,1,9.35,74765.3799999999,['Should You Be Buying 2016 Market Leaders Or Laggards Heading Into 2017?'],3,0
2015-05-11,MDT,0,1,58.93,74706.44999999991,[],3,0
2015-05-11,XLU,0,1,31.33,74675.11999999991,"['Mike Khouw Sees Unusual Activity Options In Freeport-McMoRan'
 'GM, Gilead, Barracuda And Freeport-McMoRan: Fast Money Picks For January 11'
 ""Freeport-McMoRan, Martin Marietta And Steel's Strength In The Trump Rally""]",3,0
2015-05-11,SLB,0,1,69.52,74605.5999999999,[],3,0
2015-05-11,GILD,0,1,72.86,74532.7399999999,"[""Freeport-Mcmoran Statement Says Paid $33M to Resolve Claims Brought By Congo's Gecamines Over Tenke Copper Mine Sale -Reuters""]",3,0
2015-05-11,KR,0,1,29.3,74503.4399999999,"['FedEx, Freeport-McMoran, Pfizer: Fast Money Picks For February 1'
 'Jim Cramer Weighs In On Freeport-McMoRan And SunCoke Energy']",3,0
2015-05-11,JD,0,1,30.85,74472.5899999999,"['Shares of Miners Rise on Higher Metals Prices; Copper Hits Highest Level Since May 2015'
 'Freeport, Pandora, Square, Verizon: Fast Money Picks For February 13']",3,0
2015-05-11,AVGO,0,1,9.38,74463.20999999989,['Carl Icahn Cuts Stake In Freeport-McMoran By 12.3% To 91.2M Class B Shares'],3,0
2015-05-12,JD,0,1,31.02,74432.18999999989,['Mike Khouw Sees Unusual Options Activity In Freeport-McMoRan'],3,-1
2015-05-12,AVGO,0,1,9.26,74422.92999999989,['Is Carl Icahn Losing His Midas Touch?'],3,0
2015-05-12,KR,0,1,29.2,74393.7299999999,"['Jim Cramer Gives His Opinion On Energy Transfer Partners, Freeport-McMoRan And Teck Resources']",3,0
2015-05-12,GILD,0,1,72.88,74320.84999999989,"['Watch Freeport-McMoRan And Teck After Deutsche Bank Analysis'
 ""Benzinga's Top Upgrades, Downgrades For March 21, 2017""
 ""16 Stocks Moving In Tuesday's Pre-Market Session""
 'Freeport McMoRan +3.2% Premarket @$13.14; Deutsche Bank Upgraded to Hold from Sell; Raised PT to $14 from $12.50'
 'Deutsche Bank Upgrades Freeport-McMoRan To Hold, Raises Price Target To $14'
 '8 Biggest Price Target Changes For Tuesday']",3,0
2015-05-12,SLB,0,1,68.02,74252.82999999989,"['7 Biggest Price Target Changes For Wednesday'
 ""Benzinga's Top Upgrades, Downgrades For March 22, 2017""
 'Berenberg Upgrades Freeport-McMoRan To Hold, Raises Price Target To $12']",3,0
2015-05-12,MDT,0,1,58.46,74194.36999999988,"['Mid-Morning Market Update: Markets Open Lower; G-III Apparel Misses Q4 Views'
 'Mid-Afternoon Market Update: Silver Futures Up 2%; Foamix Pharma Shares Plummet']",3,0
2015-05-12,XLU,0,1,30.96,74163.40999999987,['Mid-Morning Market Update: Markets Edge Higher; Lululemon Issues Weak Forecast'],3,0
2015-05-13,XLU,0,1,31.2,74132.20999999988,"['Following Earnings Miss, Vetr Downgrades Freeport-McMoRan To Buy'
 'Freeport-McMoRan, Juno Therapeutics, Square And European Banks: Fast Money Picks For April 26']",3,0
2015-05-13,KR,0,1,29.19,74103.01999999987,['Mid-Morning Market Update: Markets Open Lower; Yum! Brands Profit Tops Estimates'],3,0
2015-05-13,AVGO,0,1,9.38,74093.63999999987,[],3,0
2015-05-13,SLB,0,1,69.32,74024.31999999986,[],3,0
2015-05-13,MDT,0,1,58.32,73965.99999999985,"['Option Alert: Freeport-McMoRan Jul. $10 Puts at the Ask: Volume of 2,310 at $0.25/Contract vs Open Interest 349'
 ""Benzinga's Option Alert Recap From May 8""]",3,0
2015-05-13,GILD,0,1,74.11,73891.88999999985,"[""Jon Najarian Sees Unusual Options Activity In Macy's And Freeport-McMoRan""]",3,0
2015-05-13,JD,0,1,29.73,73862.15999999986,"['Freeport-McMoRan Shares Up 1%, Near Session Highs; Seeing Notable Block Trade in Name: ~687K Shares at $11.78/Share']",3,0
2015-05-14,AVGO,0,1,9.42,73852.73999999986,[],3,0
2015-05-14,XLU,0,1,30.94,73821.79999999986,['Are Options Traders Betting on a Big Move in Freeport-McMoRan (FCX) Stock?'],3,0
2015-05-14,JD,0,1,29.92,73791.87999999986,[],3,0
2015-05-14,MDT,0,1,58.41,73733.46999999986,['How Have The Best And Worst Stocks Of 2016 Performed In 2017?'],3,0
2015-05-14,GILD,0,1,75.02,73658.44999999985,"[""Benzinga's Top Upgrades, Downgrades For July 12, 2017""
 'Berenberg Downgrades Freeport-McMoRan to Sell']",3,0
2015-05-14,SLB,0,1,69.08,73589.36999999985,"['Freeport McMoran Option Alert: Aug 25 $13.5 Calls Sweep (10) at the Ask: 911 @ $0.58 vs 45 OI; Ref=$13.3501 Signals 10:39:40am'
 ""Benzinga's Option Alert Recap From July 17""]",3,0
2015-05-14,KR,0,1,29.3,73560.06999999985,['Watch These 5 Huge Call Purchases In Tuesday Trade'],3,0
2015-05-15,SLB,0,1,68.37,73491.69999999985,"['Freeport-McMoRan Reports Q2 Adj. EPS $0.17 vs $0.21 Est., Sales $3.711B vs $3.67B Est.'
 'Mid-Morning Market Update: Markets Mostly Higher; General Motors Earnings Top Views'
 'Mid-Day Market Update: Dow Rises Over 100 Points; Team Shares Plummet'
 'Mid-Afternoon Market Update: Crude Oil Up 3%; Seagate Shares Drop After Q4 Miss'
 'Earnings Scheduled For July 25, 2017']",3,0
2015-05-15,MDT,0,1,59.17,73432.52999999985,[],3,0
2015-05-15,XLU,0,1,31.23,73401.29999999986,"['Lightning Round: Jim Cramer Shares His Thoughts On Freeport-McMoRan, Pfizer And More']",3,0
2015-05-15,JD,0,1,29.94,73371.35999999986,"['Raymond James Initiates Coverage On Freeport-McMoRan with Market Perform Rating, Announces $15.00 Price Target'
 ""Benzinga's Top Upgrades, Downgrades For August 15, 2017""]",3,0
2015-05-15,GILD,0,1,76.26,73295.09999999986,[],3,0
2015-05-15,AVGO,0,1,9.7,73285.39999999986,[],3,0
2015-05-15,KR,0,1,29.65,73255.74999999987,['Watch These 7 Huge Call Purchases In Thursday Trade'],3,0
2015-05-18,MDT,0,1,59.39,73196.35999999987,"['Mid-Afternoon Market Update: Crude Oil Down Over 3%; Zumiez Shares Gain Following Strong Results'
 'Mid-Morning Market Update: Markets Mostly Lower; Finisar Issues Weak Q2 Forecast'
 'Mid-Day Market Update: American Outdoor Brands Drops After Downbeat Q1 Results; Kura Oncology Shares Surge']",3,0
2015-05-18,AVGO,0,1,9.71,73186.64999999986,"[""Benzinga's Top Upgrades, Downgrades For September 15, 2017""
 'CIBC Initiates Coverage On Freeport-McMoRan with Sector Outperform Rating, Announces $18.00 Price Target']",3,0
2015-05-18,JD,0,1,30.34,73156.30999999987,['Watch These 8 Huge Call Purchases In Wednesday Trade'],3,0
2015-05-18,KR,0,1,29.76,73126.54999999987,[],3,0
2015-05-18,GILD,0,1,76.64,73049.90999999987,['Watch These 8 Huge Put Purchases In Wednesday Trade'],3,0
2015-05-18,SLB,0,1,68.45,72981.45999999988,"['Fast Money Traders Share Their Thoughts On Miners, Ambarella, Viacom, Transport And HP'
 '12 Stocks Moving Following China Import News'
 'Metals & Mining Stocks Higher Premarket Amid News Iron Ore Imports By China Grew To Over 100M Metric Tons: AK, US Steel Up 4%, Rio Tinto, BHP Up 2%, Freeport-McMoRan, Nucor Up 1.7%, Steel Dynamics Up 1%, Commercial Metals Up 0.6%']",3,0
2015-05-18,XLU,0,1,31.39,72950.06999999988,"['Deutsche Bank Downgrades Freeport-McMoRan to Sell'
 ""Benzinga's Top Upgrades, Downgrades For October 17, 2017""
 'Citigroup, GM, Freeport-McMoRan, Las Vegas Sands: Fast Money Picks For October 17']",3,0
2015-05-19,XLU,0,1,31.52,72918.54999999987,"[""Benzinga's Option Alert Recap From October 19""
 'Jon Najarian Sees Unusual Options Activity In LendingClub And Freeport-McMoRan'
 'Freeport McMoran Option Alert: May 18 $14 Puts at the Ask: 3000 @ $1.311 vs 1378 OI; Ref=$14.6']",3,0
2015-05-19,AVGO,0,1,9.93,72908.61999999988,"['Jim Cramer Shares His Thoughts On Government Properties, Blackstone And Freeport-McMoRan']",3,0
2015-05-19,KR,0,1,29.93,72878.68999999989,"['Q3 13F Roundup: How Buffett, Einhorn, Paulson, And Others Adjusted Their Portfolio']",3,0
2015-05-19,GILD,0,1,77.71,72800.97999999988,['Report of Fire at Freeport Indonesia Port Facility In Papua -Reuters'],3,0
2015-05-19,SLB,0,1,68.29,72732.68999999989,[],3,0
2015-05-19,JD,0,1,30.81,72701.87999999989,"[""Avis, Freeport-McMoRan, Target: 'Fast Money' Picks For December 14""]",3,0
2015-05-19,MDT,0,1,60.35,72641.52999999988,"['Indonesia, Freeport McMoran Near New Deal for Grasberg Copper and Gold Mine - Bloomberg']",3,0
2015-05-20,SLB,0,1,67.51,72574.01999999989,"[""Apple, Akamai, Marriott, Twitter: 'Fast Money Halftime Report' Picks For December 18""]",3,0
2015-05-20,KR,0,1,29.86,72544.15999999989,"['CIBC Downgrades Freeport-McMoRan to Neutral'
 ""Benzinga's Top Upgrades, Downgrades For January 22, 2018""]",3,0
2015-05-20,XLU,0,1,31.74,72512.41999999988,['Mid-Morning Market Update: Markets Mixed; Johnson & Johnson Beats Q4 Views'],3,0
2015-05-20,GILD,0,1,76.99,72435.42999999988,['Mid-Morning Market Update: Markets Mostly Higher; Michael Kors Tops Q3 Views'],3,0
2015-05-20,MDT,0,1,60.81,72374.61999999988,"[""Don't Forget This Global X Mining ETF""
 'Cobalt Stocks Continue Higher Thurs., Potentially Partly Following Wed. Report Apple Is In talks To Buy Cobalt Directly From Miners: BHP Billiton Shares Up 3.3%, Freeport-McMoRan Up 3%, Vale Up 2.1%']",3,0
2015-05-20,AVGO,0,1,9.86,72364.75999999988,"[""Jim Cramer Gives His Opinion On Corning, McDonald's And More""]",3,0
2015-05-20,JD,0,1,30.92,72333.83999999988,[],3,0
2015-05-21,KR,0,1,30.11,72303.72999999988,[],3,0
2015-05-21,AVGO,0,1,9.83,72293.89999999988,"[""Benzinga's Top Upgrades, Downgrades For July 26, 2018""
 'Deutsche Bank Upgrades Freeport-McMoRan to Hold']",3,0
2015-05-21,XLU,0,1,31.87,72262.02999999988,"[""24 Stocks Moving In Tuesday's Pre-Market Session""]",3,0
2015-05-21,JD,0,1,30.69,72231.33999999988,[],3,0
2015-05-21,GILD,0,1,76.86,72154.47999999988,[],3,0
2015-05-21,MDT,0,1,61.0,72093.47999999988,[],3,0
2015-05-21,SLB,0,1,68.01,72025.46999999988,"['Freeport-McMoRan Q4 EPS $0.11 Misses $0.19 Estimate, Sales $3.684B Miss $3.87B Estimate'
 'Freeport-McMoRan Option Alert: Jan, 2020 $17 Calls Sweep (31) near the Ask: 1004 @ $0.5 vs 15869 OI; Earnings 1/24 Before Open Ref=$11.67'
 ""51 Stocks Moving In Thursday's Mid-Day Session""
 'Freeport-McMoRan shares are trading lower after the company missed Q4 EPS and sales estimates.'
 'Earnings Scheduled For January 24, 2019']",3,0
2015-05-22,MDT,0,1,60.68,71964.78999999989,"['62 Biggest Movers From Yesterday'
 ""Morning Earnings Recap: The Biggest Reports From Thursday's Session""
 'Freeport-McMoRan Option Alert: Aug 16 $13 Calls at the Ask: 1300 @ $0.74 vs 3440 OI; Ref=$11.0302']",3,0
2015-05-22,XLU,0,1,31.66,71933.12999999989,"[""36 Stocks Moving In Monday's Mid-Day Session""]",3,0
2015-05-22,JD,0,1,30.91,71902.21999999988,['50 Biggest Movers From Yesterday'],3,0
2015-05-22,GILD,0,1,77.42,71824.79999999989,"['Freeport-McMoRan shares are trading higher after iron ore futures rose 9% due to an expected decrease in production from Brazillian miner Vale.'
 ""48 Stocks Moving In Wednesday's Mid-Day Session""]",3,0
2015-05-22,AVGO,0,1,9.85,71814.94999999988,['62 Biggest Movers From Yesterday'],3,0
2015-05-22,SLB,0,1,68.08,71746.86999999988,['58 Biggest Movers From Yesterday'],3,0
2015-05-22,KR,0,1,30.3,71716.56999999988,[],3,0
2015-05-26,XLU,0,1,31.67,71684.89999999988,[],3,0
2015-05-26,KR,0,1,30.37,71654.52999999988,"['Barclays Maintains Underweight on Freeport-McMoRan, Raises Price Target to $12'
 ""Freeport-McMoRan CEO Adkerson In Interview Calls Co.'s Expansion Into Grasberg Mine Its Main Focus For The Next 2 Years""
 ""Freeport-McMoRan CEO Adkerson Says Doesn't Have Plans For Dividend Adjustments, No Major Debt Deals, No Major M&A In Next 2 Years""]",3,0
2015-05-26,MDT,0,1,60.0,71594.52999999988,['13F From Icahn Shows Cut Stake In Freeport-McMoRan'],3,0
2015-05-26,AVGO,0,1,10.2,71584.32999999989,"['Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios']",3,0
2015-05-26,SLB,0,1,67.83,71516.49999999988,['Freeport-McMoRan Reports Deal To Sell A Portion Of Cobalt Business For $150M'],3,0
2015-05-26,GILD,0,1,77.97,71438.52999999988,"['Deutsche Bank Upgrades Freeport McMoran to Buy from Hold; Raises Price Target to $13.50 from $12.50'
 'Deutsche Bank Upgrades Freeport-McMoRan to Buy, Raises Price Target to $13.5'
 'Freeport-McMoRan shares are trading higher after Deutsche Bank upgraded the stock from Hold to Buy and raised the price target from $12.50 to $13.50 per share.'
 ""Benzinga's Top Upgrades, Downgrades For July 11, 2019""]",3,0
2015-05-26,JD,0,1,31.82,71406.70999999988,"['Stocks That Hit 52-Week Lows On Tuesday'
 'Shares of several metals/steels stocks are trading higher with the overall market after the U.S. Trade Representative reported that some tariffs will be delayed to Dec 15 on some products including cell phones, monitors, and laptops.']",3,0
2015-05-27,JD,0,1,30.94,71375.76999999987,"['Shares of several metal & steel companies are trading lower after the spread between the 2-year and 10-year yield curve inverted for the first time since 2007, potentially signaling an oncoming recession.'
 'Stocks That Hit 52-Week Lows On Wednesday']",3,0
2015-05-27,GILD,0,1,77.17,71298.59999999987,"['Q2 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios'
 'Stocks That Hit 52-Week Lows On Thursday']",3,0
2015-05-27,KR,0,1,30.24,71268.35999999987,"[""Cintas, Sysco And More 'Fast Money Halftime Report' Picks From August 26""
 'Stocks That Hit 52-Week Lows On Monday']",3,0
2015-05-27,MDT,0,1,60.03,71208.32999999987,['Jon Najarian Sees Unusual Options Activity In Freeport-McMoRan And FibroGen'],3,0
2015-05-27,XLU,0,1,31.55,71176.77999999987,['Stocks That Hit 52-Week Lows On Wednesday'],3,0
2015-05-27,SLB,0,1,67.06,71109.71999999987,['Freeport-McMoRan shares trading higher following weekend data out of China showing exports of copper and steel fell on a year-over-year basis.'],3,0
2015-05-27,AVGO,0,1,10.03,71099.68999999987,"['Shares of several metal/steel companies are trading higher on continued momentum from yesterday following data out of China, which showed less steel production imports and exports thus far in 2019 compared to the same period last year.']",3,1
